Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
83.2.104,FALSE,TRUE,3928,The American Wing,Plaque,George Washington,,,,,,,,,,,,,,,ca. 1805–10,1802,1810,Ivory,Diam. 3 in. (7.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/3928,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.49,FALSE,TRUE,3929,The American Wing,Bust,George Washington,,,,,,,,,,,,,,,ca. 1825,1822,1825,Gilt bronze,H. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3929,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington
83.2.50,FALSE,TRUE,3930,The American Wing,Bust,George Washington,,,,,,,,,,,,,,,ca. 1825,1822,1825,Bronze,H. 11 1/2 in. (29.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3930,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.128,FALSE,TRUE,3931,The American Wing,Bust,George Washington,American,,,,,Artist|Manufacturer,Probably designed and modeled by|Manufactured by,Isaac Broome|Ott and Brewer,"1835–1922|American, Trenton, New Jersey, 1871–1893",,"Broome, Isaac|Ott and Brewer ",,1835      |1871      ,1922      |1893      ,ca. 1876,1873,1876,Parian porcelain,11 x 6 1/4 x 5 3/8 in. (27.9 x 15.9 x 13.7 cm),"Gift of William H. Huntington, 1883",Made in,Trenton,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3931,2019-09-10T05:00:30.287Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.56,FALSE,TRUE,3933,The American Wing,Bust,George Washington,,,,,,Maker,,Pierre Joseph Chardigny,1794–1866,,"Chardigny, Pierre Joseph",,1794,1866,1852,1852,1852,Waxed plaster,H. 5 in. (12.7 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3933,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.57,FALSE,TRUE,3934,The American Wing,Bust,George Washington,,,,,,Maker|Maker,,Achille Collas|Ferdinand Barbedienne,"French, Paris 1795–1859 Paris|French, St-Martin-de-Fresnay 1810–1892 Paris",,"Collas, Achille|Barbedienne, Ferdinand",French,1795      |1810      ,1859      |1892      ,1830–83,1830,1883,Bronze,H. 11 1/2 in. (29.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3934,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.113,FALSE,TRUE,3935,The American Wing,Bust,George Washington,,,,,,,,,,,,,,,1800–30,1800,1830,Painted plaster,5 7/8 x 4 3/4 in. (14.9 x 12.1 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3935,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
93.7.1,FALSE,TRUE,3936,The American Wing,Bust,Bust of George Washington,,,,,,,,,,,,,,,1800–1830,1800,1830,Bronze,H. 11 3/8 in. (28.9 cm),"Gift of George A. Lucas, 1893",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3936,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
30.120.113,FALSE,FALSE,3937,The American Wing,Bust,George Washington,American,,,,,Artist,,French Sculptor,,,French Sculptor,,,,1800–1825,1800,1825,Gilt bronze,H. 11 5/8 in. (29.5 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3937,,"Metropolitan Museum of Art, New York, NY",
83.2.58,FALSE,FALSE,3938,The American Wing,Bust,George Washington,,,,,,Maker,,Josiah Wedgwood and Sons,"British, Etruria, Staffordshire, 1759–present",,"Wedgwood and Sons, Josiah",,1759,9999,ca. 1849–1900,1846,1900,Basalt,H. 19 3/4 in. (50.2 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3938,2020-02-15T04:46:29.11Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
38.165.49,FALSE,FALSE,3939,The American Wing,Bust,Bust of George Washington,British (American market),,,,,Maker,,Enoch Wood,"British, 1759–1846",,"Wood, Enoch",British,1759,1846,1818,1818,1818,Earthenware,H. 8 1/2 in. (21.6 cm),"Harris Brisbane Dick Fund, 1938",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3939,,"Metropolitan Museum of Art, New York, NY",
83.2.98,FALSE,TRUE,3940,The American Wing,Bust,George Washington,British (American market),,,,,Maker,,Ralph Wood the Younger,"British, Burslem 1748–1795 Burslem",,"Wood, Ralph, the Younger",,1748,1795,1748–95,1748,1795,Earthenware,H. 10 in. (25.4 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3940,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Men|George Washington
83.2.114,FALSE,FALSE,3941,The American Wing,Cameo,George Washington,British,,,,,Manufacturer|Artist,After,Josiah Wedgwood and Sons|Joseph Wright (Wright of Derby),"British, Etruria, Staffordshire, 1759–present|British, Derby 1734–1797 Derby",,"Wedgwood and Sons, Josiah|Wright, Joseph (Wright of Derby)",British,1759      |1734      ,9999      |1797      ,1770–1800,1770,1800,Earthenware,H. 3 1/2 in. (8.9 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3941,2020-02-15T04:46:29.11Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.117,FALSE,TRUE,3942,The American Wing,Cameo,George Washington,,,,,,,,,,,,,,,1776–83,1776,1883,Glass paste,H. 3/4 in. (1.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3942,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.79,FALSE,TRUE,3943,The American Wing,Statuette,George Washington,,,,,,,,,,,,,,,ca. 1850,1847,1850,Bronze,H. 13 in. (33 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3943,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Horse Riding
83.2.126,FALSE,FALSE,3944,The American Wing,Medal,George Washington,British,,,,,Maker,,Josiah Wedgwood and Sons,"British, Etruria, Staffordshire, 1759–present",,"Wedgwood and Sons, Josiah",,1759,9999,1770–1800,1770,1800,Earthenware,H. 7/8 in. (2.2 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3944,2020-02-15T04:46:29.11Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.116,FALSE,FALSE,3945,The American Wing,Medallion,George Washington,,,,,,Maker,,Josiah Wedgwood and Sons,"British, Etruria, Staffordshire, 1759–present",,"Wedgwood and Sons, Josiah",,1759,9999,1778–80,1778,1780,Earthenware,2 x 1 1/2 in. (5.1 x 3.8 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3945,2020-02-15T04:46:29.11Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.146,FALSE,TRUE,3946,The American Wing,Medallion,George Washington,,,,,,,,,,,,,,,1776–1830,1776,1830,Glass,1 1/8 x 3/4 in. (2.9 x 1.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3946,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
77.1,FALSE,TRUE,3947,The American Wing,Medallion,George Washington,,,,,,,,,,,,,,,ca. 1800,1797,1800,"Bronze, brass",7 5/8 x 6 5/8 in. (19.4 x 16.8 cm),"Gift of Theodore Roosevelt, 1877",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3947,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.159,FALSE,TRUE,3948,The American Wing,Medallion,George Washington,,,,,,Maker,,Desprez Jr.,active 1819–30,,"Desprez, Jr. ",,1819,1830,1820–30,1820,1830,"Glass, porcelain",4 x 3 1/4 in. (10.2 x 8.3 cm),"Gift of William H. Huntington, 1883",Made in,Paris,,,France,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3948,2019-05-22T03:00:45.347Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.125,FALSE,TRUE,3949,The American Wing,Medallion,George Washington,French,,,,,,,,,,,,,,ca. 1840,1837,1840,Probably porcelain,Diam. 1 3/4 in. (4.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3949,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.144,FALSE,TRUE,3950,The American Wing,Medallion,George Washington,French,,,,,,,,,,,,,,1776–1800,1776,1800,Probably porcelain,Diam. 4 in. (10.2 cm),"Gift of William H. Huntington, 1883",Possibly made in,Sèvres,Hauts-de-Seine,Hauts-de-Seine,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3950,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
93.8,FALSE,TRUE,3951,The American Wing,Medallion,Medallion of George Washington,British,,,,,,,,,,,,,,1776–96,1776,1796,Earthenware,H. 5 in. (12.7 cm),"Gift of William H. Huntington, 1883",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3951,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Men|George Washington|Portraits
42.76.38,FALSE,FALSE,3952,The American Wing,Medallion,Medallion of George Washington,British,,,,,,,,,,,,,,1778–88,1778,1788,Earthenware,14 x 11 1/2 in. (35.6 x 29.2 cm),"Purchase, Joseph Pulitzer Bequest, 1942",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3952,,"Metropolitan Museum of Art, New York, NY",
47.137.7,FALSE,TRUE,3953,The American Wing,Portrait Panel,Portrait Panel of George Washington,,,,,,,,,,,,,,,ca. 1780,1777,1780,"Linden, holly, sycamore or harewood",11 1/4 x 9 1/4 in. (28.6 x 23.5 cm),"Gift of Mrs. J. Insley Blair, 1947",Probably made in,,,,Germany,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/3953,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.106,FALSE,TRUE,3954,The American Wing,Plaque,George Washington,,,,,,,,,,,,,,,1776–83,1776,1883,Porcelain,4 1/4 x 3 1/8 in. (10.8 x 7.9 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3954,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
01.31.1,FALSE,TRUE,3955,The American Wing,Plaque,Plaque Portrait of George Washington,French,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 4 in. (10.2 cm),"Gift of George A. Lucas, 1901",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3955,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.151,FALSE,TRUE,3956,The American Wing,Plaque,George Washington,French,,,,,Maker,,Antoine Bonnefoy,French,,Bonnefoy Antoine,French,,,1776–1800,1776,1800,Faience,Diam. 15 in. (38.1 cm),"Gift of William H. Huntington, 1883",Possibly made in,Marseille,Bouches-du-Rhône,Bouches-du-Rhône,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3956,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.130,FALSE,TRUE,3957,The American Wing,Plaque,George Washington,French,,,,,Artist,After,Emile Dupont-Zipcy,1822–1885,,"Dupont-Zipcy, Emile",,1822,1885,1840–83,1840,1883,Faience,9 1/2 x 9 1/2 in. (24.1 x 24.1 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3957,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.134,FALSE,TRUE,3958,The American Wing,Plaque,George Washington,French,,,,,Maker|Artist,After,Emile Dupont-Zipcy|Gilbert Stuart,"1822–1885|American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts",,"Dupont-Zipcy, Emile|Stuart, Gilbert",American,1822      |1755      ,1885      |1828      ,1840–83,1840,1883,Faience,Diam. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3958,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.135,FALSE,TRUE,3959,The American Wing,Plaque,George Washington,French,,,,,Maker|Artist,After,Emile Dupont-Zipcy|John Trumbull,"1822–1885|American, Lebanon, Connecticut 1756–1843 New York",,"Dupont-Zipcy, Emile|Trumbull, John",American,1822      |1756      ,1885      |1843      ,1840–83,1840,1883,Faience,Diam. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3959,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.136,FALSE,TRUE,3960,The American Wing,Plaque,George Washington,French,,,,,Maker|Artist,After,Emile Dupont-Zipcy|John Trumbull,"1822–1885|American, Lebanon, Connecticut 1756–1843 New York",,"Dupont-Zipcy, Emile|Trumbull, John",American,1822      |1756      ,1885      |1843      ,1840–83,1840,1883,Faience,Diam. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3960,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.137,FALSE,TRUE,3961,The American Wing,Plaque,George Washington,French,,,,,Maker|Artist,After,Emile Dupont-Zipcy|Edward Savage,"1822–1885|American, Princeton, Massachusetts 1761–1817 Princeton, Massachusetts",,"Dupont-Zipcy, Emile|Savage, Edward",American,1822      |1761      ,1885      |1817      ,1840–83,1840,1883,Faience,Diam. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3961,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.138,FALSE,TRUE,3962,The American Wing,Plaque,George Washington,French,,,,,Designer|Artist,After,Emile Dupont-Zipcy|Charles Willson Peale,"1822–1885|American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Dupont-Zipcy, Emile|Peale, Charles Willson",American,1822      |1741      ,1885      |1827      ,1840–83,1840,1883,Faience,Diam. 8 3/4 in. (22.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3962,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.103,FALSE,TRUE,3963,The American Wing,Painting,Plaque of George Washington,French,,,,,,,,,,,,,,1800–30,1800,1830,Porcelain,Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3963,2019-03-07T04:45:19.023Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.145,FALSE,FALSE,3964,The American Wing,Plaque,George Washington,British,,,,,Maker,,Josiah Wedgwood and Sons,"British, Etruria, Staffordshire, 1759–present",,"Wedgwood and Sons, Josiah",,1759,9999,ca. 1800,1797,1800,Earthenware,H. 7 in. (17.8 cm),"Gift of William H. Huntington, 1883",Made in,Stoke-on-Trent,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3964,2020-02-15T04:46:29.11Z,"Metropolitan Museum of Art, New York, NY",Men|George Washington|Profiles
50.187.73,FALSE,TRUE,3965,The American Wing,"Bust, miniature",Profile Bust of George Washington,,,,,,Maker,,Robert Ball Hughes,1806–1868,,"Hughes, Robert Ball",,1806,1868,1835–55,1835,1855,"Wax, glass, wood",5 7/8 x 5 in. (14.9 x 12.7 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3965,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
6.294,FALSE,FALSE,3966,The American Wing,Bust,George Washington,American,,,,,Artist,,Victor David Brenner,"American (born Lithuania), Kaunas 1871–1924 New York",,"Brenner, Victor David","American, born Lithuania",1871,1924,1890–1906,1890,1906,Bronze,5 x 3 1/2 in. (12.7 x 8.9 cm),"Gift of Mr. and Mrs. Frederick S. Wait, 1906",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3966,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles
83.2.77,FALSE,TRUE,3969,The American Wing,Statuette,George Washington,,,,,,Maker,,Jean Ossaye Mombur,1850–1896,,"Mombur, Jean Ossaye",,1850,1896,1875–80,1875,1880,Gilt bronze,H. 7 in. (17.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/3969,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Scrolls|George Washington
83.2.107,FALSE,TRUE,3970,The American Wing,Painting,Plaque of George Washington,,,,,,Artist,After,Gilbert Stuart,"American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts",,"Stuart, Gilbert",American,1755,1828,1776–1830,1776,1830,Painted glass,8 x 5 3/8 in. (20.3 x 13.7 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3970,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.102,FALSE,TRUE,3971,The American Wing,Painting,Portrait of George Washington,,,,,,,,,,,,,,,1800–30,1800,1830,Oil on wood,Diam. 3 3/4 in. (9.5 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3971,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
83.2.140,FALSE,TRUE,3972,The American Wing,Plaque,George Washington in Japanese Costume,Japanese,,,,,Maker,Attributed to,Miyagawa Kozan,1842–1916,,"Kozan, Miyagawa",,1842,1916,1800–83,1800,1883,Porcelain,7 3/4 x 8 1/2 in. (19.7 x 21.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,Japan,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3972,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits
10.125.442,FALSE,TRUE,3973,The American Wing,Sconce,Sconce,,,,,,,,,,,,,,,1790–1800,1790,1800,Maple,20 x 14 in. (50.8 x 35.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3973,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
10.125.443,FALSE,TRUE,3974,The American Wing,Sconce,Sconce,,,,,,,,,,,,,,,1790–1800,1790,1800,Maple,20 x 14 in. (50.8 x 35.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3974,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
68.151.1,FALSE,TRUE,3975,The American Wing,Girandole,Girandole,American,,,,,,,,,,,,,,1835–40,1835,1840,Bronze,20 x 21 1/2 x 7 1/8 in. (50.8 x 54.6 x 18.1 cm),"Purchase, Anonymous Gift, 1968",Possibly made in,Baltimore,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3975,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
68.151.2,FALSE,FALSE,3976,The American Wing,Girandole,Girandole,American,,,,,,,,,,,,,,1835–40,1835,1840,Bronze,20 x 21 1/2 x 7 1/8 in. (50.8 x 54.6 x 18.1 cm),"Purchase, Anonymous Gift, 1968",Possibly made in,Baltimore,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3976,,"Metropolitan Museum of Art, New York, NY",
1974.363.1,FALSE,TRUE,3977,The American Wing,Girandole,Girandole,American,,,,,,,,,,,,,,1817,1817,1817,"Gilded gesso, mirror glass with white pine",H. 54 in. (137.2 cm); Diam. 28 in. (71.1 cm),"Gift of Mrs. Frederick S. Moseley Jr., 1974",Possibly made in|Possibly made in,New York|Albany,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3977,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
1974.363.2,FALSE,TRUE,3978,The American Wing,Girandole,Girandole,American,,,,,,,,,,,,,,1815–20,1815,1820,"Gilded gesso, mirror glass with white pine",H. 54 in. (137.2 cm); Diam. 28 in. (71.1 cm),"Gift of Mrs. Frederick S. Moseley Jr., 1974",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3978,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
1982.215.1,FALSE,TRUE,3979,The American Wing,Girandole,Girandole,American,,,,,Maker,Probably,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company ,,1818,1888,1850–60,1850,1860,"Cased and cut blown and engraved glass, marble",H. 21 3/4 in. (55.2 cm); Diam. 8 in. (20.3 cm),"Friends of the American Wing Fund, 1982",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3979,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1982.215.2,FALSE,TRUE,3980,The American Wing,Girandole,Girandole,American,,,,,Maker,Probably,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company ,,1818,1888,1850–60,1850,1860,"Cased and cut blown glass, marble",H. 21 3/4 in. (55.2 cm); Diam. 8 in. (20.3 cm),"Friends of the American Wing Fund, 1982",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3980,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
21.44.2,FALSE,TRUE,3981,The American Wing,Looking glass,Looking Glass,American or British,,,,,,,,,,,,,,1810–20,1810,1820,"Gilt gesso, verd antique, wood",45 1/2 x 28 in. (115.6 x 71.1 cm),"Rogers Fund, 1921",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3981,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles|Snakes
66.108.3,FALSE,TRUE,3982,The American Wing,Girandole,Girandole,,,,,,,,,,,,,,,1800–1820,1800,1820,"Gilded gesso, glass with pine",38 x 22 in. (96.5 x 55.9 cm),"Given in memory of George Drew Egbert and Estelle Powers Egbert, by their children, 1966",Made in,,,,England,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3982,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
67.9,FALSE,TRUE,3983,The American Wing,Girandole,Girandole,American,,,,,,,,,,,,,,1815–25,1815,1825,"Gilt gesso, wood, glass",69 1/4 x 46 1/2 in. (175.9 x 118.1 cm),"Purchase, Mrs. Paul Moore Gift, 1967",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3983,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
1983.97.1,FALSE,TRUE,3984,The American Wing,Girandole,Girandole,American,,,,,Maker,,William F. Shaw,active 1845–1900,,"Shaw, William F.",,1845,1900,after 1852,1853,1862,"Gilt brass, marble, glass",H. 14 in. (35.6 cm),"Purchase, Mr. and Mrs. H. O. H. Frelinghuysen Gift and Friends of the American Wing Fund, 1983",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3984,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1983.97.2,FALSE,TRUE,3985,The American Wing,Girandole,Girandole,American,,,,,Maker,,William F. Shaw,active 1845–1900,,"Shaw, William F.",,1845,1900,after 1852,1853,1862,"Gilt brass, marble, glass",H. 14 in. (35.6 cm),"Purchase, Mr. and Mrs. H. O. H. Frelinghuysen Gift and Friends of the American Wing Fund, 1983",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3985,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1983.97.3,FALSE,TRUE,3986,The American Wing,Girandole,Girandole,American,,,,,Maker,,William F. Shaw,active 1845–1900,,"Shaw, William F.",,1845,1900,after 1852,1853,1862,"Gilt brass, marble, glass",H. 14 in. (35.6 cm),"Purchase, Mr. and Mrs. H. O. H. Frelinghuysen Gift and Friends of the American Wing Fund, 1983",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3986,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1992.2.2l,FALSE,TRUE,3991,The American Wing,Drawing,Puget Sound (from Sketchbook X),American,,,,,Artist,,William Trost Richards,"American, Philadelphia, Pennsylvania 1833–1905 Newport, Rhode Island",,"Richards, William Trost",American,1833,1905,1885,1885,1885,Graphite on off-white wove paper,5 x 7 1/2 in. (12.7 x 19.1 cm),"Purchase, Gifts in memory of Stephen D. Rubin, 1992",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/3991,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Landscapes
